employee_id,employee_name,gender,age,department,designation,salary,experience,joining_date,city,state,manager_name,performance_rating,attendance_percentage,active
251,Employee_251,Female,24,IT,Engineer,-15000,5,09-09-2023,Ahmedabad,Gujarat,Neha,4,88,False
252,,Female,24,HR,Manager,25000,-1,2023-09-10,Pune,Gujarat,Rohit,,97,False
253,Employee_253,Female,-3,HR,Engineer,70000,3,11/09/2023,Pune,Delhi,Neha,4,92,True
254,Employee_254,Male,36,Finance,Engineer,-15000,5,09-12-2023,Ahmedabad,Gujarat,Amit,4,97,False
255,Employee_255,Female,42,Finance,Executive,-15000,5,2023-09-13,Delhi,Rajasthan,Neha,4,97,True
256,Employee_256,Male,36,Finance,Analyst,45000,5,14/09/2023,Delhi,Delhi,Rohit,4,110,False
257,Employee_257,Male,30,Finance,Executive,25000,1,09-15-2023,Mumbai,Gujarat,Neha,4,88,True
258,Employee_258,Male,36,IT,Executive,70000,1,2023-09-16,Ahmedabad,Gujarat,Rohit,6,97,True
259,Employee_259,Male,-3,Marketing,Manager,70000,-1,17/09/2023,Pune,Delhi,Rohit,5,97,False
260,Employee_260,Female,24,HR,Analyst,45000,3,09-18-2023,Jaipur,Maharashtra,Neha,5,88,True
261,Employee_261,Male,42,Marketing,Engineer,25000,1,2023-09-19,Pune,Delhi,Rohit,4,88,True
262,Employee_262,Female,24,IT,Manager,-15000,-1,20/09/2023,Delhi,Delhi,Neha,3,97,True
263,Employee_263,Male,42,HR,Manager,-15000,-1,09-21-2023,Ahmedabad,Maharashtra,Rohit,5,97,True
264,Employee_264,Male,30,Marketing,Analyst,25000,3,2023-09-22,Pune,Rajasthan,,6,92,True
265,Employee_265,Female,24,HR,Executive,70000,1,23/09/2023,Pune,Rajasthan,Amit,5,92,False
266,Employee_266,Female,42,Sales,Analyst,-15000,-1,09-24-2023,Ahmedabad,Rajasthan,,6,92,True
267,Employee_267,Male,30,Sales,Engineer,70000,5,2023-09-25,Pune,Rajasthan,Amit,3,92,False
268,Employee_268,Female,24,Marketing,Analyst,-15000,1,26/09/2023,Pune,Delhi,Amit,5,110,True
269,Employee_269,Male,30,Finance,Analyst,25000,3,09-27-2023,Pune,Rajasthan,Rohit,6,92,False
270,Employee_270,Female,42,Sales,Manager,-15000,1,2023-09-28,Mumbai,Maharashtra,Neha,,97,True
271,Employee_271,Male,24,Finance,Manager,25000,5,29/09/2023,Ahmedabad,Delhi,,6,92,True
272,Employee_272,Female,36,HR,Analyst,45000,-1,09-30-2023,Pune,Maharashtra,Rohit,3,110,False
273,,Male,30,Finance,Analyst,25000,5,2023-10-01,Mumbai,Rajasthan,,3,97,True
274,Employee_274,Female,42,HR,Engineer,-15000,1,02/10/2023,Ahmedabad,Delhi,Rohit,4,110,False
275,Employee_275,Male,24,Marketing,Engineer,-15000,5,10-03-2023,Delhi,Rajasthan,Amit,3,97,False
276,Employee_276,Female,24,Marketing,Analyst,25000,3,2023-10-04,Jaipur,Maharashtra,,6,88,False
277,Employee_277,Male,24,HR,Engineer,-15000,1,05/10/2023,Pune,Delhi,,4,97,True
278,Employee_278,Female,-3,Finance,Analyst,25000,3,10-06-2023,Mumbai,Gujarat,,4,97,False
279,Employee_279,Male,30,Marketing,Manager,45000,1,2023-10-07,Ahmedabad,Delhi,Neha,5,88,True
280,Employee_280,Female,24,Sales,Engineer,45000,1,08/10/2023,Mumbai,Delhi,Amit,6,88,True
281,Employee_281,Female,24,IT,Engineer,-15000,-1,10-09-2023,Pune,Rajasthan,Rohit,4,88,False
282,Employee_282,Female,24,Sales,Executive,25000,-1,2023-10-10,Mumbai,Delhi,,4,97,True
283,Employee_283,Male,36,IT,Manager,25000,5,11/10/2023,Mumbai,Delhi,Amit,3,92,True
284,Employee_284,Male,24,Marketing,Analyst,-15000,-1,10-12-2023,Pune,Maharashtra,Neha,5,110,False
285,Employee_285,Male,36,HR,Executive,70000,5,2023-10-13,Jaipur,Rajasthan,,4,92,True
286,Employee_286,Female,-3,IT,Manager,70000,3,14/10/2023,Mumbai,Gujarat,,3,92,True
287,Employee_287,Female,-3,Marketing,Executive,25000,3,10-15-2023,Pune,Rajasthan,Neha,5,97,False
288,Employee_288,Male,30,IT,Engineer,25000,1,2023-10-16,Mumbai,Delhi,Rohit,,110,False
289,Employee_289,Male,42,Marketing,Manager,25000,-1,17/10/2023,Ahmedabad,Gujarat,,3,97,False
290,Employee_290,Male,-3,Finance,Engineer,45000,1,10-18-2023,Jaipur,Maharashtra,,6,92,False
291,Employee_291,Female,36,Sales,Manager,-15000,-1,2023-10-19,Ahmedabad,Maharashtra,Rohit,5,88,True
292,Employee_292,Male,42,HR,Manager,70000,1,20/10/2023,Mumbai,Delhi,,3,110,True
293,Employee_293,Male,30,IT,Analyst,45000,1,10-21-2023,Pune,Maharashtra,Amit,3,92,False
294,,Female,24,Finance,Engineer,70000,-1,2023-10-22,Mumbai,Delhi,Amit,6,88,True
295,Employee_295,Female,-3,Marketing,Executive,-15000,5,23/10/2023,Delhi,Delhi,Neha,6,88,True
296,Employee_296,Male,42,Finance,Manager,-15000,5,10-24-2023,Delhi,Delhi,,6,97,False
297,Employee_297,Male,24,HR,Engineer,70000,5,2023-10-25,Mumbai,Gujarat,Rohit,6,110,True
298,Employee_298,Female,30,HR,Executive,-15000,5,26/10/2023,Ahmedabad,Delhi,,4,110,True
299,Employee_299,Male,30,HR,Analyst,25000,5,10-27-2023,Delhi,Gujarat,Neha,6,97,False
300,Employee_300,Female,42,Finance,Analyst,45000,-1,2023-10-28,Jaipur,Gujarat,Rohit,5,88,True
301,Employee_301,Male,42,Sales,Executive,-15000,-1,29/10/2023,Pune,Rajasthan,Amit,3,92,True
302,Employee_302,Male,24,Finance,Analyst,-15000,5,10-30-2023,Delhi,Delhi,Amit,5,92,True
303,Employee_303,Female,42,Marketing,Manager,70000,3,2023-10-31,Mumbai,Rajasthan,,3,88,True
304,Employee_304,Male,36,Sales,Analyst,25000,3,01/11/2023,Pune,Delhi,Amit,4,110,False
305,Employee_305,Male,36,Sales,Executive,25000,5,11-02-2023,Mumbai,Rajasthan,,4,92,True
306,Employee_306,Female,30,Finance,Engineer,25000,3,2023-11-03,Mumbai,Maharashtra,,,88,False
307,Employee_307,Male,36,Sales,Manager,25000,5,04/11/2023,Pune,Gujarat,,4,88,False
308,Employee_308,Female,42,HR,Analyst,-15000,1,11-05-2023,Delhi,Delhi,Rohit,4,92,False
309,Employee_309,Male,30,IT,Executive,45000,1,2023-11-06,Jaipur,Maharashtra,Amit,6,88,False
310,Employee_310,Male,24,IT,Engineer,70000,-1,07/11/2023,Delhi,Gujarat,,6,88,True
311,Employee_311,Male,36,Marketing,Engineer,70000,-1,11-08-2023,Mumbai,Gujarat,Amit,3,97,True
312,Employee_312,Female,24,HR,Executive,-15000,3,2023-11-09,Pune,Gujarat,Amit,3,110,False
313,Employee_313,Male,36,IT,Executive,70000,5,10/11/2023,Pune,Gujarat,Amit,4,110,True
314,Employee_314,Male,42,Finance,Analyst,70000,-1,11-11-2023,Jaipur,Gujarat,Neha,3,88,True
315,,Female,24,IT,Executive,-15000,5,2023-11-12,Pune,Rajasthan,Neha,5,97,True
316,Employee_316,Male,36,IT,Manager,25000,-1,13/11/2023,Delhi,Gujarat,Rohit,3,88,False
317,Employee_317,Female,30,HR,Manager,25000,3,11-14-2023,Ahmedabad,Gujarat,Amit,3,88,True
318,Employee_318,Male,30,Finance,Executive,25000,1,2023-11-15,Jaipur,Delhi,Neha,5,88,True
319,Employee_319,Male,36,Marketing,Engineer,45000,5,16/11/2023,Delhi,Rajasthan,Neha,3,88,True
320,Employee_320,Male,30,HR,Executive,70000,5,11-17-2023,Jaipur,Gujarat,Amit,6,88,False
321,Employee_321,Female,36,Marketing,Manager,45000,-1,2023-11-18,Ahmedabad,Gujarat,Rohit,3,97,True
322,Employee_322,Female,30,HR,Executive,-15000,1,19/11/2023,Jaipur,Delhi,Neha,3,88,True
323,Employee_323,Male,42,Finance,Analyst,70000,3,11-20-2023,Jaipur,Rajasthan,Amit,5,110,False
324,Employee_324,Male,24,Finance,Engineer,45000,3,2023-11-21,Delhi,Rajasthan,,,88,False
325,Employee_325,Female,42,Marketing,Manager,25000,5,22/11/2023,Mumbai,Gujarat,Neha,4,110,False
326,Employee_326,Male,30,IT,Executive,45000,3,11-23-2023,Ahmedabad,Delhi,Neha,6,110,False
327,Employee_327,Female,-3,Marketing,Executive,45000,5,2023-11-24,Mumbai,Maharashtra,Neha,5,110,True
328,Employee_328,Male,30,HR,Engineer,45000,5,25/11/2023,Jaipur,Gujarat,Neha,5,110,True
329,Employee_329,Female,42,Sales,Engineer,70000,-1,11-26-2023,Ahmedabad,Rajasthan,Rohit,4,88,False
330,Employee_330,Female,42,IT,Manager,25000,-1,2023-11-27,Delhi,Rajasthan,Rohit,4,97,True
331,Employee_331,Male,36,Sales,Engineer,45000,1,28/11/2023,Pune,Gujarat,Amit,4,92,True
332,Employee_332,Male,30,HR,Analyst,45000,3,11-29-2023,Jaipur,Delhi,Amit,3,97,False
333,Employee_333,Female,36,Finance,Analyst,45000,1,2023-11-30,Ahmedabad,Gujarat,,6,97,False
334,Employee_334,Female,42,Sales,Analyst,-15000,5,01/12/2023,Mumbai,Rajasthan,Amit,6,92,False
335,Employee_335,Female,30,Sales,Engineer,25000,3,12-02-2023,Pune,Delhi,Rohit,6,97,False
336,,Male,42,Marketing,Analyst,70000,-1,2023-12-03,Jaipur,Rajasthan,Neha,5,97,True
337,Employee_337,Female,30,IT,Executive,45000,3,04/12/2023,Jaipur,Gujarat,Rohit,4,97,False
338,Employee_338,Male,42,HR,Executive,-15000,-1,12-05-2023,Ahmedabad,Delhi,Neha,5,92,True
339,Employee_339,Female,42,Finance,Executive,-15000,5,2023-12-06,Delhi,Rajasthan,Neha,3,92,True
340,Employee_340,Female,-3,Sales,Engineer,45000,-1,07/12/2023,Pune,Rajasthan,Rohit,4,97,True
341,Employee_341,Male,-3,Sales,Engineer,25000,-1,12-08-2023,Delhi,Gujarat,,3,92,True
342,Employee_342,Female,42,Finance,Executive,-15000,-1,2023-12-09,Jaipur,Delhi,,,92,True
343,Employee_343,Male,36,Finance,Manager,-15000,1,10/12/2023,Jaipur,Gujarat,,6,92,False
344,Employee_344,Male,24,Marketing,Analyst,45000,5,12-11-2023,Delhi,Maharashtra,Amit,5,92,True
345,Employee_345,Female,24,IT,Analyst,70000,-1,2023-12-12,Mumbai,Gujarat,Rohit,3,97,True
346,Employee_346,Female,-3,Sales,Executive,70000,5,13/12/2023,Jaipur,Maharashtra,Rohit,3,110,False
347,Employee_347,Female,24,Marketing,Analyst,25000,5,12-14-2023,Delhi,Maharashtra,Rohit,6,92,True
348,Employee_348,Female,30,IT,Manager,25000,3,2023-12-15,Delhi,Gujarat,Rohit,5,92,True
349,Employee_349,Female,42,HR,Manager,25000,-1,16/12/2023,Jaipur,Rajasthan,Rohit,4,92,True
350,Employee_350,Male,-3,Sales,Engineer,25000,-1,12-17-2023,Delhi,Rajasthan,,3,92,True
351,Employee_351,Female,36,HR,Analyst,25000,-1,2023-12-18,Mumbai,Rajasthan,,3,88,False
352,Employee_352,Female,-3,Sales,Manager,70000,-1,19/12/2023,Pune,Gujarat,Amit,5,92,True
353,Employee_353,Male,30,HR,Analyst,-15000,-1,12-20-2023,Pune,Maharashtra,Neha,6,88,True
354,Employee_354,Female,30,HR,Manager,70000,5,2023-12-21,Mumbai,Gujarat,Neha,3,97,True
355,Employee_355,Male,24,Finance,Analyst,25000,5,22/12/2023,Delhi,Rajasthan,,4,110,True
356,Employee_356,Female,24,HR,Executive,70000,5,12-23-2023,Mumbai,Maharashtra,Amit,6,92,False
357,,Female,24,Sales,Manager,-15000,5,2023-12-24,Delhi,Rajasthan,,3,110,True
358,Employee_358,Male,30,HR,Engineer,25000,-1,25/12/2023,Pune,Delhi,Rohit,5,88,True
359,Employee_359,Male,42,Marketing,Executive,45000,5,12-26-2023,Jaipur,Maharashtra,Amit,4,110,False
360,Employee_360,Male,24,HR,Engineer,45000,3,2023-12-27,Pune,Gujarat,Neha,,92,True
361,Employee_361,Male,-3,IT,Analyst,25000,3,28/12/2023,Delhi,Rajasthan,Neha,6,97,False
362,Employee_362,Male,30,Sales,Engineer,70000,1,12-29-2023,Mumbai,Maharashtra,Amit,6,92,True
363,Employee_363,Female,42,Finance,Manager,-15000,5,2023-12-30,Ahmedabad,Rajasthan,Amit,3,97,False
364,Employee_364,Male,30,IT,Executive,70000,-1,31/12/2023,Mumbai,Gujarat,Amit,4,88,False
365,Employee_365,Female,24,Sales,Executive,70000,3,01-01-2024,Delhi,Gujarat,Neha,5,92,True
366,Employee_366,Male,36,IT,Analyst,-15000,5,2024-01-02,Ahmedabad,Delhi,Amit,4,92,False
367,Employee_367,Male,24,HR,Analyst,70000,-1,03/01/2024,Mumbai,Maharashtra,Neha,6,97,True
368,Employee_368,Female,30,Finance,Analyst,25000,1,01-04-2024,Delhi,Maharashtra,,5,92,True
369,Employee_369,Female,42,HR,Engineer,70000,5,2024-01-05,Jaipur,Maharashtra,Neha,3,97,False
370,Employee_370,Female,30,HR,Engineer,70000,5,06/01/2024,Ahmedabad,Maharashtra,Neha,6,110,False
371,Employee_371,Female,30,Finance,Executive,25000,3,01-07-2024,Mumbai,Delhi,,5,110,True
372,Employee_372,Male,42,HR,Manager,25000,-1,2024-01-08,Mumbai,Maharashtra,Amit,6,92,True
373,Employee_373,Male,42,Sales,Engineer,25000,-1,09/01/2024,Mumbai,Delhi,Amit,3,88,True
374,Employee_374,Female,42,HR,Engineer,25000,3,01-10-2024,Jaipur,Gujarat,Amit,5,110,False
375,Employee_375,Male,24,IT,Executive,-15000,1,2024-01-11,Delhi,Delhi,,6,92,False
376,Employee_376,Male,30,Finance,Analyst,25000,3,12/01/2024,Ahmedabad,Maharashtra,,5,97,False
377,Employee_377,Female,-3,Finance,Manager,45000,3,01-13-2024,Pune,Delhi,,4,92,True
378,,Female,24,Finance,Analyst,25000,3,2024-01-14,Jaipur,Maharashtra,,,88,True
379,Employee_379,Female,36,HR,Analyst,70000,5,15/01/2024,Pune,Maharashtra,Amit,4,110,True
380,Employee_380,Female,42,Marketing,Engineer,45000,3,01-16-2024,Delhi,Delhi,,4,88,False
381,Employee_381,Female,30,IT,Manager,45000,5,2024-01-17,Ahmedabad,Gujarat,Neha,4,92,False
382,Employee_382,Female,24,Finance,Engineer,-15000,3,18/01/2024,Pune,Maharashtra,,4,97,False
383,Employee_383,Female,30,Sales,Engineer,-15000,-1,01-19-2024,Ahmedabad,Gujarat,Neha,3,92,False
384,Employee_384,Female,-3,Finance,Manager,25000,-1,2024-01-20,Jaipur,Delhi,Rohit,4,92,False
385,Employee_385,Female,30,HR,Analyst,45000,-1,21/01/2024,Mumbai,Rajasthan,Rohit,5,88,False
386,Employee_386,Female,42,Marketing,Analyst,-15000,3,01-22-2024,Mumbai,Delhi,Rohit,5,97,False
387,Employee_387,Female,42,Finance,Manager,-15000,-1,2024-01-23,Jaipur,Delhi,Neha,4,97,False
388,Employee_388,Female,24,Finance,Executive,25000,3,24/01/2024,Mumbai,Gujarat,Neha,5,110,True
389,Employee_389,Male,42,IT,Engineer,45000,1,01-25-2024,Delhi,Delhi,Neha,5,110,False
390,Employee_390,Male,36,IT,Engineer,45000,3,2024-01-26,Jaipur,Delhi,Neha,6,92,True
391,Employee_391,Male,36,IT,Analyst,45000,5,27/01/2024,Mumbai,Gujarat,Neha,5,92,True
392,Employee_392,Female,30,IT,Engineer,45000,-1,01-28-2024,Mumbai,Delhi,Neha,3,88,False
393,Employee_393,Male,30,HR,Manager,70000,1,2024-01-29,Pune,Delhi,Amit,3,110,False
394,Employee_394,Male,42,Sales,Analyst,-15000,3,30/01/2024,Mumbai,Delhi,Rohit,6,88,False
395,Employee_395,Female,30,IT,Analyst,45000,5,01-31-2024,Jaipur,Maharashtra,Neha,5,97,True
396,Employee_396,Male,30,HR,Manager,-15000,-1,2024-02-01,Pune,Maharashtra,Rohit,,97,True
397,Employee_397,Male,24,Finance,Executive,70000,-1,02/02/2024,Delhi,Gujarat,Amit,5,97,False
398,Employee_398,Female,-3,IT,Manager,-15000,5,02-03-2024,Mumbai,Gujarat,,3,110,False
399,,Male,-3,Finance,Executive,-15000,1,2024-02-04,Delhi,Maharashtra,Rohit,4,92,True
400,Employee_400,Male,42,Sales,Manager,-15000,1,05/02/2024,Jaipur,Maharashtra,Rohit,3,97,False
401,Employee_401,Female,30,Finance,Manager,45000,-1,02-06-2024,Ahmedabad,Gujarat,,4,88,False
402,Employee_402,Male,36,Sales,Engineer,25000,-1,2024-02-07,Jaipur,Delhi,Amit,6,92,False
403,Employee_403,Male,36,HR,Manager,25000,-1,08/02/2024,Mumbai,Gujarat,Rohit,4,110,True
404,Employee_404,Female,24,Finance,Executive,45000,3,02-09-2024,Delhi,Maharashtra,,3,88,True
405,Employee_405,Male,42,Finance,Manager,70000,-1,2024-02-10,Mumbai,Rajasthan,Amit,6,88,True
406,Employee_406,Male,-3,Finance,Engineer,-15000,5,11/02/2024,Mumbai,Gujarat,Amit,5,97,True
407,Employee_407,Female,-3,Sales,Manager,70000,3,02-12-2024,Jaipur,Rajasthan,,4,97,True
408,Employee_408,Male,-3,HR,Executive,-15000,1,2024-02-13,Jaipur,Gujarat,Neha,6,97,False
409,Employee_409,Female,30,Sales,Executive,45000,1,14/02/2024,Mumbai,Maharashtra,Amit,4,92,True
410,Employee_410,Male,24,IT,Analyst,45000,3,02-15-2024,Jaipur,Maharashtra,Amit,4,97,False
411,Employee_411,Female,-3,IT,Executive,70000,3,2024-02-16,Mumbai,Maharashtra,Rohit,4,92,False
412,Employee_412,Female,42,HR,Manager,70000,3,17/02/2024,Jaipur,Rajasthan,Amit,6,88,False
413,Employee_413,Male,24,IT,Manager,25000,1,02-18-2024,Mumbai,Gujarat,Rohit,3,92,True
414,Employee_414,Male,-3,Sales,Executive,-15000,-1,2024-02-19,Mumbai,Gujarat,Rohit,,97,False
415,Employee_415,Female,36,Finance,Analyst,25000,3,20/02/2024,Ahmedabad,Gujarat,Amit,6,110,False
416,Employee_416,Male,-3,Sales,Analyst,25000,-1,02-21-2024,Jaipur,Gujarat,Rohit,4,88,True
417,Employee_417,Female,24,Sales,Engineer,70000,-1,2024-02-22,Delhi,Delhi,Neha,5,97,True
418,Employee_418,Female,24,Marketing,Analyst,70000,5,23/02/2024,Ahmedabad,Gujarat,,4,97,True
419,Employee_419,Female,42,Finance,Executive,45000,5,02-24-2024,Ahmedabad,Maharashtra,Neha,3,110,True
420,,Female,-3,Marketing,Engineer,-15000,5,2024-02-25,Pune,Maharashtra,Neha,3,92,False
421,Employee_421,Male,42,HR,Engineer,-15000,5,26/02/2024,Mumbai,Gujarat,Neha,5,110,False
422,Employee_422,Female,36,IT,Analyst,-15000,3,02-27-2024,Mumbai,Maharashtra,Rohit,3,92,False
423,Employee_423,Male,36,Finance,Executive,25000,3,2024-02-28,Pune,Rajasthan,Rohit,6,110,False
424,Employee_424,Female,-3,Sales,Executive,70000,1,29/02/2024,Mumbai,Gujarat,Rohit,5,88,True
425,Employee_425,Female,36,HR,Manager,-15000,-1,03-01-2024,Delhi,Rajasthan,Neha,5,110,True
426,Employee_426,Male,-3,Marketing,Manager,-15000,3,2024-03-02,Jaipur,Rajasthan,Rohit,5,110,True
427,Employee_427,Female,36,Finance,Engineer,-15000,1,03/03/2024,Jaipur,Rajasthan,Neha,5,110,True
428,Employee_428,Male,30,Finance,Executive,45000,-1,03-04-2024,Delhi,Rajasthan,Neha,3,110,True
429,Employee_429,Male,-3,Sales,Manager,70000,-1,2024-03-05,Mumbai,Maharashtra,Amit,6,110,False
430,Employee_430,Male,30,Marketing,Analyst,45000,-1,06/03/2024,Delhi,Maharashtra,Amit,5,92,True
431,Employee_431,Male,30,Finance,Engineer,70000,1,03-07-2024,Pune,Rajasthan,,4,97,False
432,Employee_432,Male,24,Finance,Engineer,70000,3,2024-03-08,Ahmedabad,Maharashtra,,,92,False
433,Employee_433,Male,30,HR,Engineer,70000,-1,09/03/2024,Mumbai,Gujarat,Amit,6,88,False
434,Employee_434,Male,-3,Marketing,Engineer,70000,5,03-10-2024,Pune,Maharashtra,Amit,3,88,False
435,Employee_435,Male,42,IT,Manager,25000,1,2024-03-11,Pune,Rajasthan,Neha,6,97,False
436,Employee_436,Male,30,Marketing,Executive,25000,-1,12/03/2024,Mumbai,Gujarat,Neha,5,92,True
437,Employee_437,Male,36,Marketing,Executive,-15000,1,03-13-2024,Pune,Rajasthan,Neha,6,110,True
438,Employee_438,Male,24,HR,Engineer,-15000,-1,2024-03-14,Pune,Maharashtra,Amit,5,92,True
439,Employee_439,Female,-3,IT,Manager,70000,1,15/03/2024,Jaipur,Rajasthan,Neha,5,88,True
440,Employee_440,Female,30,Marketing,Analyst,-15000,-1,03-16-2024,Delhi,Gujarat,Amit,5,92,True
441,,Male,42,Marketing,Engineer,25000,-1,2024-03-17,Mumbai,Maharashtra,Amit,3,97,False
442,Employee_442,Female,24,Marketing,Manager,25000,-1,18/03/2024,Mumbai,Maharashtra,,6,88,False
443,Employee_443,Male,24,IT,Analyst,-15000,1,03-19-2024,Ahmedabad,Delhi,Amit,4,97,False
444,Employee_444,Female,24,HR,Manager,45000,3,2024-03-20,Pune,Delhi,Neha,4,97,False
445,Employee_445,Female,-3,Finance,Executive,70000,1,21/03/2024,Jaipur,Maharashtra,,3,92,True
446,Employee_446,Female,-3,Finance,Engineer,70000,3,03-22-2024,Ahmedabad,Maharashtra,Rohit,5,88,False
447,Employee_447,Female,24,IT,Engineer,25000,1,2024-03-23,Pune,Delhi,,3,110,True
448,Employee_448,Female,-3,Sales,Manager,70000,1,24/03/2024,Delhi,Delhi,Neha,4,97,False
449,Employee_449,Female,30,HR,Engineer,25000,3,03-25-2024,Delhi,Maharashtra,Amit,4,110,True
450,Employee_450,Male,30,Sales,Manager,-15000,5,2024-03-26,Delhi,Gujarat,,,110,False
451,Employee_451,Male,42,Sales,Executive,-15000,-1,27/03/2024,Pune,Gujarat,,6,92,True
452,Employee_452,Female,-3,IT,Analyst,70000,5,03-28-2024,Jaipur,Rajasthan,Rohit,6,88,False
453,Employee_453,Male,-3,Marketing,Manager,25000,3,2024-03-29,Mumbai,Maharashtra,,3,92,True
454,Employee_454,Male,-3,IT,Analyst,70000,3,30/03/2024,Pune,Maharashtra,Amit,3,88,True
455,Employee_455,Male,42,Finance,Analyst,25000,-1,03-31-2024,Delhi,Maharashtra,Amit,4,110,False
456,Employee_456,Female,30,Sales,Engineer,-15000,5,2024-04-01,Pune,Maharashtra,Amit,3,110,True
457,Employee_457,Male,24,Marketing,Analyst,-15000,3,02/04/2024,Delhi,Maharashtra,Neha,3,110,True
458,Employee_458,Male,30,IT,Engineer,70000,1,04-03-2024,Jaipur,Rajasthan,Neha,3,97,False
459,Employee_459,Male,24,Finance,Analyst,45000,-1,2024-04-04,Jaipur,Gujarat,Rohit,3,88,True
460,Employee_460,Male,36,Finance,Engineer,25000,5,05/04/2024,Pune,Delhi,Rohit,4,88,True
461,Employee_461,Male,24,Finance,Analyst,-15000,-1,04-06-2024,Mumbai,Gujarat,Amit,4,92,False
462,,Male,24,Finance,Manager,25000,5,2024-04-07,Jaipur,Gujarat,Amit,4,88,False
463,Employee_463,Male,36,Sales,Engineer,25000,1,08/04/2024,Delhi,Delhi,Rohit,3,97,False
464,Employee_464,Female,36,Finance,Manager,25000,1,04-09-2024,Mumbai,Rajasthan,Amit,5,110,True
465,Employee_465,Female,-3,HR,Engineer,-15000,5,2024-04-10,Jaipur,Gujarat,Rohit,3,97,True
466,Employee_466,Male,36,Sales,Engineer,25000,3,11/04/2024,Jaipur,Rajasthan,Amit,4,88,False
467,Employee_467,Female,-3,IT,Analyst,-15000,-1,04-12-2024,Delhi,Rajasthan,Amit,4,88,False
468,Employee_468,Male,36,Finance,Executive,-15000,-1,2024-04-13,Ahmedabad,Delhi,,,110,False
469,Employee_469,Male,24,HR,Manager,70000,-1,14/04/2024,Mumbai,Maharashtra,Rohit,4,97,False
470,Employee_470,Female,42,IT,Executive,45000,5,04-15-2024,Pune,Rajasthan,,6,97,True
471,Employee_471,Male,-3,Marketing,Executive,45000,-1,2024-04-16,Pune,Gujarat,Neha,3,88,False
472,Employee_472,Female,30,HR,Engineer,-15000,1,17/04/2024,Delhi,Maharashtra,Amit,6,110,False
473,Employee_473,Female,36,IT,Analyst,45000,3,04-18-2024,Ahmedabad,Maharashtra,Neha,5,88,True
474,Employee_474,Female,36,Marketing,Executive,45000,1,2024-04-19,Jaipur,Gujarat,Amit,4,88,True
475,Employee_475,Female,30,Finance,Executive,-15000,3,20/04/2024,Ahmedabad,Gujarat,Rohit,5,97,True
476,Employee_476,Female,30,Finance,Engineer,25000,1,04-21-2024,Jaipur,Maharashtra,Rohit,4,92,True
477,Employee_477,Female,30,Sales,Executive,70000,5,2024-04-22,Pune,Maharashtra,Amit,3,97,True
478,Employee_478,Female,30,Finance,Manager,25000,-1,23/04/2024,Pune,Rajasthan,,4,92,True
479,Employee_479,Male,42,IT,Manager,25000,3,04-24-2024,Ahmedabad,Gujarat,Rohit,5,110,False
480,Employee_480,Male,24,Sales,Manager,45000,5,2024-04-25,Jaipur,Gujarat,Rohit,4,97,True
481,Employee_481,Female,-3,Marketing,Engineer,25000,3,26/04/2024,Ahmedabad,Delhi,Rohit,3,92,False
482,Employee_482,Male,-3,IT,Executive,45000,-1,04-27-2024,Ahmedabad,Maharashtra,Rohit,3,88,False
483,,Male,36,Sales,Manager,-15000,3,2024-04-28,Jaipur,Maharashtra,,5,92,True
484,Employee_484,Female,42,Sales,Manager,-15000,-1,29/04/2024,Mumbai,Gujarat,,5,110,False
485,Employee_485,Male,36,Finance,Manager,70000,3,04-30-2024,Ahmedabad,Rajasthan,,4,110,False
486,Employee_486,Male,24,Marketing,Engineer,45000,1,2024-05-01,Delhi,Delhi,Neha,,92,True
487,Employee_487,Female,42,Marketing,Engineer,70000,1,02/05/2024,Pune,Rajasthan,,6,110,True
488,Employee_488,Female,-3,HR,Manager,-15000,-1,05-03-2024,Ahmedabad,Maharashtra,Neha,4,110,False
489,Employee_489,Female,30,HR,Executive,25000,3,2024-05-04,Jaipur,Maharashtra,,4,110,True
490,Employee_490,Male,-3,IT,Engineer,70000,3,05/05/2024,Mumbai,Delhi,Amit,6,97,False
491,Employee_491,Female,42,Sales,Executive,25000,1,05-06-2024,Pune,Maharashtra,Amit,4,110,True
492,Employee_492,Male,24,HR,Executive,70000,-1,2024-05-07,Delhi,Rajasthan,Rohit,5,97,True
493,Employee_493,Male,-3,HR,Engineer,45000,1,08/05/2024,Delhi,Delhi,Amit,6,97,True
494,Employee_494,Female,-3,HR,Executive,-15000,1,05-09-2024,Delhi,Gujarat,,5,92,True
495,Employee_495,Male,30,IT,Analyst,-15000,-1,2024-05-10,Ahmedabad,Gujarat,,6,110,False
496,Employee_496,Male,42,Finance,Engineer,70000,3,11/05/2024,Ahmedabad,Gujarat,,4,88,False
497,Employee_497,Male,24,HR,Engineer,-15000,5,05-12-2024,Mumbai,Delhi,,4,92,True
498,Employee_498,Male,24,Sales,Engineer,45000,1,2024-05-13,Mumbai,Rajasthan,,6,110,True
499,Employee_499,Female,30,Sales,Engineer,25000,-1,14/05/2024,Ahmedabad,Maharashtra,Amit,5,97,False
500,Employee_500,Male,42,Sales,Analyst,-15000,5,05-15-2024,Delhi,Rajasthan,Amit,3,88,False
501,Employee_501,Male,42,Marketing,Manager,-15000,5,2024-05-16,Ahmedabad,Gujarat,,4,88,True
502,Employee_502,Female,30,IT,Executive,45000,-1,17/05/2024,Mumbai,Maharashtra,Rohit,6,92,False
