emp_id,emp_name,gender,age,department,designation,salary,experience,joining_date,city,state,manager_name,performance_rating,attendance_percentage,active,Experience_Level,attendance_status
551,Employee_551,Female,42,Finance,Executive,70000,3,07-05-2024,Pune,Gujarat,Rohit,4,88.0,true,Mid Level,Needs Improvement
569,Employee_569,Male,36,Sales,Engineer,45000,5,07-23-2024,Pune,Gujarat,Not Assigned,3,97.0,false,Senior,Excellent
573,Employee_573,Male,24,Marketing,Manager,25000,5,2024-07-27,Mumbai,Maharashtra,Amit,3,110.0,false,Senior,Excellent
577,Employee_577,Female,25,HR,Analyst,45000,0,31/07/2024,Pune,Delhi,Amit,3,97.0,true,Junior,Excellent
579,Employee_579,Male,24,Sales,Manager,45000,5,2024-08-02,Ahmedabad,Maharashtra,Rohit,6,88.0,false,Senior,Needs Improvement
582,Employee_582,Male,30,Marketing,Analyst,70000,1,2024-08-05,Pune,Maharashtra,Amit,5,110.0,true,Junior,Excellent
641,Employee_641,Male,36,Marketing,Engineer,25000,5,10-03-2024,Jaipur,Gujarat,Amit,5,110.0,false,Senior,Excellent
643,Employee_643,Male,30,Marketing,Engineer,70000,1,05/10/2024,Delhi,Delhi,Amit,4,88.0,false,Junior,Needs Improvement
645,Employee_645,Male,25,Finance,Analyst,15000,5,2024-10-07,Delhi,Rajasthan,Neha,5,92.0,true,Senior,Excellent
649,Employee_649,Male,42,Finance,Analyst,45000,0,11/10/2024,Mumbai,Rajasthan,Rohit,6,88.0,true,Junior,Needs Improvement
673,Employee_673,Female,24,IT,Executive,15000,0,04/11/2024,Jaipur,Gujarat,Rohit,6,97.0,false,Junior,Excellent
687,Employee_687,Female,36,Finance,Analyst,25000,3,2024-11-18,Mumbai,Delhi,Rohit,6,88.0,false,Mid Level,Needs Improvement
689,Employee_689,Female,30,IT,Analyst,25000,0,11-20-2024,Delhi,Gujarat,Neha,4,97.0,false,Junior,Excellent
737,Employee_737,Female,42,HR,Analyst,70000,5,02-07-2023,Jaipur,Maharashtra,Rohit,3,88.0,false,Senior,Needs Improvement
748,Employee_748,Female,24,IT,Analyst,25000,1,18/02/2023,Jaipur,Rajasthan,Rohit,6,92.0,false,Junior,Excellent
768,Employee_768,Male,30,IT,Executive,15000,0,2023-03-10,Jaipur,Gujarat,Amit,6,92.0,true,Junior,Excellent
774,Employee_774,Female,36,Sales,Engineer,15000,1,2023-03-16,Delhi,Rajasthan,Not Assigned,0,110.0,true,Junior,Excellent
791,Employee_791,Male,25,Finance,Executive,45000,5,04-02-2023,Pune,Delhi,Rohit,5,92.0,true,Senior,Excellent
827,Employee_827,Male,36,HR,Engineer,25000,5,05-08-2023,Mumbai,Delhi,Neha,4,97.0,true,Senior,Excellent
831,Employee_831,Female,30,Sales,Manager,70000,0,2023-05-12,Mumbai,Maharashtra,Not Assigned,4,88.0,true,Junior,Needs Improvement
837,Employee_837,Female,24,Sales,Engineer,25000,5,2023-05-18,Jaipur,Maharashtra,Not Assigned,5,97.0,false,Senior,Excellent
839,Employee_839,Female,24,Sales,Executive,25000,0,05-20-2023,Ahmedabad,Gujarat,Not Assigned,3,92.0,false,Junior,Excellent
858,Employee_858,Male,42,Marketing,Engineer,25000,3,2023-06-08,Jaipur,Delhi,Rohit,3,88.0,true,Mid Level,Needs Improvement
864,Employee_864,Male,25,IT,Engineer,70000,1,2023-06-14,Ahmedabad,Maharashtra,Not Assigned,0,88.0,true,Junior,Needs Improvement
880,Employee_880,Male,36,Sales,Analyst,70000,3,30/06/2023,Delhi,Rajasthan,Rohit,3,92.0,true,Mid Level,Excellent
888,Employee_888,Female,24,IT,Executive,70000,1,2023-07-08,Pune,Maharashtra,Neha,6,92.0,true,Junior,Excellent
894,Employee_894,Female,25,Sales,Engineer,45000,0,2023-07-14,Jaipur,Gujarat,Neha,4,97.0,false,Junior,Excellent
904,Employee_904,Female,25,IT,Engineer,45000,5,24/07/2023,Ahmedabad,Gujarat,Amit,4,110.0,false,Senior,Excellent
905,Employee_905,Female,24,HR,Analyst,15000,3,07-25-2023,Ahmedabad,Delhi,Not Assigned,3,88.0,false,Mid Level,Needs Improvement
920,Employee_920,Male,36,HR,Executive,70000,1,08-09-2023,Jaipur,Maharashtra,Neha,4,88.0,true,Junior,Needs Improvement
937,Employee_937,Male,36,Marketing,Manager,15000,1,26/08/2023,Pune,Delhi,Not Assigned,3,97.0,false,Junior,Excellent
944,Employee_944,Female,24,Sales,Engineer,25000,3,09-02-2023,Delhi,Gujarat,Amit,3,92.0,false,Mid Level,Excellent
948,Employee_948,Female,30,Finance,Manager,25000,5,2023-09-06,Ahmedabad,Gujarat,Amit,3,110.0,false,Senior,Excellent
962,Employee_962,Male,24,Marketing,Engineer,25000,5,09-20-2023,Jaipur,Maharashtra,Not Assigned,5,110.0,false,Senior,Excellent
968,Employee_968,Male,42,Marketing,Executive,45000,0,09-26-2023,Pune,Maharashtra,Not Assigned,6,92.0,false,Junior,Excellent
978,Employee_978,Male,25,Sales,Executive,25000,1,2023-10-06,Pune,Maharashtra,Rohit,5,88.0,false,Junior,Needs Improvement
995,Employee_995,Female,30,IT,Analyst,25000,1,10-23-2023,Jaipur,Rajasthan,Rohit,3,92.0,true,Junior,Excellent
1012,Employee_1012,Female,30,HR,Executive,15000,1,09/11/2023,Delhi,Gujarat,Amit,6,110.0,true,Junior,Excellent
1047,Employee_1047,Male,42,Sales,Executive,70000,5,2023-12-14,Jaipur,Rajasthan,Not Assigned,3,97.0,false,Senior,Excellent
1116,Employee_1116,Female,24,HR,Executive,45000,1,2024-02-21,Mumbai,Delhi,Not Assigned,0,88.0,true,Junior,Needs Improvement
1181,Employee_1181,Female,42,HR,Engineer,45000,3,04-26-2024,Jaipur,Rajasthan,Neha,4,110.0,false,Mid Level,Excellent
1206,Employee_1206,Male,42,IT,Executive,70000,5,2024-05-21,Mumbai,Delhi,Rohit,0,110.0,true,Senior,Excellent
1213,Employee_1213,Female,24,IT,Executive,70000,3,28/05/2024,Jaipur,Gujarat,Not Assigned,4,110.0,true,Mid Level,Excellent
1231,Employee_1231,Female,30,Sales,Executive,45000,5,15/06/2024,Delhi,Gujarat,Amit,6,110.0,true,Senior,Excellent
1264,Employee_1264,Male,30,Sales,Executive,15000,5,18/07/2024,Delhi,Rajasthan,Rohit,5,110.0,false,Senior,Excellent
1265,Employee_1265,Female,24,Finance,Manager,15000,3,07-19-2024,Pune,Maharashtra,Amit,5,110.0,false,Mid Level,Excellent
1278,Employee_1278,Male,25,IT,Engineer,45000,3,2024-08-01,Ahmedabad,Rajasthan,Neha,0,88.0,true,Mid Level,Needs Improvement
1285,Employee_1285,Female,42,IT,Executive,15000,0,08/08/2024,Delhi,Delhi,Neha,5,92.0,true,Junior,Excellent
1286,Employee_1286,Male,25,Marketing,Executive,70000,3,08-09-2024,Delhi,Maharashtra,Rohit,3,110.0,false,Mid Level,Excellent
1315,Employee_1315,Female,42,Marketing,Engineer,45000,0,07/09/2024,Delhi,Gujarat,Neha,4,97.0,false,Junior,Excellent
1318,Employee_1318,Male,42,IT,Executive,70000,3,10/09/2024,Mumbai,Rajasthan,Neha,4,92.0,true,Mid Level,Excellent
13,Employee_13,Female,36,Sales,Analyst,25000,1,14/01/2023,Delhi,Maharashtra,Rohit,5,97.0,false,Junior,Excellent
25,Employee_25,Male,24,Marketing,Manager,25000,0,26/01/2023,Ahmedabad,Maharashtra,Amit,6,97.0,false,Junior,Excellent
153,Employee_153,Male,30,Sales,Manager,45000,0,2023-06-03,Delhi,Maharashtra,Neha,4,97.0,false,Junior,Excellent
187,Employee_187,Male,30,Finance,Engineer,45000,3,07/07/2023,Jaipur,Maharashtra,Not Assigned,4,110.0,true,Mid Level,Excellent
196,Employee_196,Male,30,Marketing,Manager,45000,0,16/07/2023,Delhi,Maharashtra,Rohit,6,88.0,true,Junior,Needs Improvement
201,Employee_201,Female,24,Marketing,Engineer,15000,1,2023-07-21,Mumbai,Rajasthan,Neha,4,88.0,false,Junior,Needs Improvement
202,Employee_202,Male,36,Sales,Manager,25000,1,22/07/2023,Jaipur,Maharashtra,Amit,6,92.0,false,Junior,Excellent
216,Employee_216,Female,24,Sales,Engineer,15000,5,2023-08-05,Jaipur,Gujarat,Neha,0,110.0,true,Senior,Excellent
258,Employee_258,Male,36,IT,Executive,70000,1,2023-09-16,Ahmedabad,Gujarat,Rohit,6,97.0,true,Junior,Excellent
261,Employee_261,Male,42,Marketing,Engineer,25000,1,2023-09-19,Pune,Delhi,Rohit,4,88.0,true,Junior,Needs Improvement
263,Employee_263,Male,42,HR,Manager,15000,0,09-21-2023,Ahmedabad,Maharashtra,Rohit,5,97.0,true,Junior,Excellent
311,Employee_311,Male,36,Marketing,Engineer,70000,0,11-08-2023,Mumbai,Gujarat,Amit,3,97.0,true,Junior,Excellent
333,Employee_333,Female,36,Finance,Analyst,45000,1,2023-11-30,Ahmedabad,Gujarat,Not Assigned,6,97.0,false,Junior,Excellent
342,Employee_342,Female,42,Finance,Executive,15000,0,2023-12-09,Jaipur,Delhi,Not Assigned,0,92.0,true,Junior,Excellent
349,Employee_349,Female,42,HR,Manager,25000,0,16/12/2023,Jaipur,Rajasthan,Rohit,4,92.0,true,Junior,Excellent
370,Employee_370,Female,30,HR,Engineer,70000,5,06/01/2024,Ahmedabad,Maharashtra,Neha,6,110.0,false,Senior,Excellent
416,Employee_416,Male,25,Sales,Analyst,25000,0,02-21-2024,Jaipur,Gujarat,Rohit,4,88.0,true,Junior,Needs Improvement
425,Employee_425,Female,36,HR,Manager,15000,0,03-01-2024,Delhi,Rajasthan,Neha,5,110.0,true,Junior,Excellent
449,Employee_449,Female,30,HR,Engineer,25000,3,03-25-2024,Delhi,Maharashtra,Amit,4,110.0,true,Mid Level,Excellent
451,Employee_451,Male,42,Sales,Executive,15000,0,27/03/2024,Pune,Gujarat,Not Assigned,6,92.0,true,Junior,Excellent
459,Employee_459,Male,24,Finance,Analyst,45000,0,2024-04-04,Jaipur,Gujarat,Rohit,3,88.0,true,Junior,Needs Improvement
469,Employee_469,Male,24,HR,Manager,70000,0,14/04/2024,Mumbai,Maharashtra,Rohit,4,97.0,false,Junior,Excellent
480,Employee_480,Male,24,Sales,Manager,45000,5,2024-04-25,Jaipur,Gujarat,Rohit,4,97.0,true,Senior,Excellent
487,Employee_487,Female,42,Marketing,Engineer,70000,1,02/05/2024,Pune,Rajasthan,Not Assigned,6,110.0,true,Junior,Excellent
498,Employee_498,Male,24,Sales,Engineer,45000,1,2024-05-13,Mumbai,Rajasthan,Not Assigned,6,110.0,true,Junior,Excellent
518,Employee_518,Female,36,Sales,Executive,25000,5,06-02-2024,Pune,Delhi,Not Assigned,5,92.0,false,Senior,Excellent
539,Employee_539,Female,42,Sales,Engineer,25000,3,06-23-2024,Ahmedabad,Gujarat,Neha,6,110.0,true,Mid Level,Excellent
548,Employee_548,Male,36,Sales,Engineer,70000,5,07-02-2024,Ahmedabad,Maharashtra,Not Assigned,6,92.0,true,Senior,Excellent
566,Employee_566,Female,30,IT,Manager,45000,3,07-20-2024,Pune,Delhi,Neha,3,110.0,true,Mid Level,Excellent
596,Employee_596,Male,30,HR,Executive,70000,5,08-19-2024,Ahmedabad,Delhi,Neha,4,92.0,true,Senior,Excellent
597,Employee_597,Female,25,Sales,Engineer,25000,3,2024-08-20,Delhi,Maharashtra,Rohit,3,110.0,false,Mid Level,Excellent
660,Employee_660,Male,25,Finance,Manager,70000,1,2024-10-22,Jaipur,Maharashtra,Amit,5,92.0,true,Junior,Excellent
670,Employee_670,Female,24,IT,Executive,15000,0,01/11/2024,Ahmedabad,Maharashtra,Not Assigned,4,92.0,true,Junior,Excellent
677,Employee_677,Male,36,Marketing,Engineer,15000,0,11-08-2024,Mumbai,Delhi,Rohit,6,92.0,false,Junior,Excellent
695,Employee_695,Female,36,IT,Manager,25000,3,11-26-2024,Jaipur,Maharashtra,Neha,5,110.0,true,Mid Level,Excellent
696,Employee_696,Male,25,HR,Manager,15000,1,2024-11-27,Pune,Rajasthan,Amit,5,88.0,false,Junior,Needs Improvement
724,Employee_724,Male,30,HR,Manager,45000,5,25/01/2023,Jaipur,Maharashtra,Neha,3,92.0,false,Senior,Excellent
743,Employee_743,Female,36,Sales,Executive,45000,5,02-13-2023,Jaipur,Delhi,Not Assigned,4,110.0,false,Senior,Excellent
755,Employee_755,Female,36,IT,Engineer,70000,1,02-25-2023,Pune,Gujarat,Rohit,5,88.0,true,Junior,Needs Improvement
771,Employee_771,Female,25,HR,Manager,15000,3,2023-03-13,Pune,Gujarat,Amit,4,92.0,false,Mid Level,Excellent
804,Employee_804,Female,42,Finance,Executive,25000,0,2023-04-15,Ahmedabad,Delhi,Neha,4,88.0,true,Junior,Needs Improvement
828,Employee_828,Female,30,Marketing,Manager,45000,0,2023-05-09,Delhi,Rajasthan,Not Assigned,0,92.0,false,Junior,Excellent
838,Employee_838,Female,30,IT,Manager,15000,0,19/05/2023,Mumbai,Rajasthan,Rohit,3,88.0,false,Junior,Needs Improvement
852,Employee_852,Female,36,HR,Executive,15000,5,2023-06-02,Jaipur,Rajasthan,Not Assigned,6,92.0,true,Senior,Excellent
856,Employee_856,Female,24,IT,Analyst,45000,5,06/06/2023,Pune,Delhi,Rohit,4,92.0,false,Senior,Excellent
860,Employee_860,Male,36,Sales,Executive,70000,3,06-10-2023,Jaipur,Maharashtra,Neha,3,88.0,true,Mid Level,Needs Improvement
873,Employee_873,Male,30,HR,Analyst,25000,5,2023-06-23,Pune,Gujarat,Neha,5,88.0,false,Senior,Needs Improvement
934,Employee_934,Female,42,Marketing,Manager,25000,1,23/08/2023,Jaipur,Gujarat,Rohit,4,97.0,false,Junior,Excellent
935,Employee_935,Male,24,HR,Executive,25000,1,08-24-2023,Jaipur,Gujarat,Amit,6,88.0,true,Junior,Needs Improvement
940,Employee_940,Male,30,HR,Manager,45000,1,29/08/2023,Pune,Delhi,Amit,3,110.0,false,Junior,Excellent
951,Employee_951,Male,24,IT,Analyst,25000,5,2023-09-09,Pune,Rajasthan,Not Assigned,3,110.0,true,Senior,Excellent
956,Employee_956,Female,24,IT,Analyst,70000,3,09-14-2023,Pune,Rajasthan,Not Assigned,3,110.0,false,Mid Level,Excellent
964,Employee_964,Male,24,Marketing,Manager,25000,3,22/09/2023,Pune,Rajasthan,Not Assigned,6,97.0,true,Mid Level,Excellent
992,Employee_992,Male,36,Finance,Engineer,25000,0,10-20-2023,Jaipur,Maharashtra,Rohit,4,92.0,true,Junior,Excellent
1051,Employee_1051,Male,42,IT,Analyst,15000,1,18/12/2023,Pune,Gujarat,Rohit,5,110.0,true,Junior,Excellent
1057,Employee_1057,Male,42,Marketing,Engineer,25000,1,24/12/2023,Pune,Gujarat,Not Assigned,5,92.0,true,Junior,Excellent
1138,Employee_1138,Male,24,Marketing,Engineer,70000,1,14/03/2024,Ahmedabad,Delhi,Not Assigned,6,88.0,false,Junior,Needs Improvement
1152,Employee_1152,Male,30,Sales,Executive,70000,3,2024-03-28,Ahmedabad,Delhi,Neha,0,97.0,false,Mid Level,Excellent
1156,Employee_1156,Male,36,IT,Executive,70000,0,01/04/2024,Ahmedabad,Rajasthan,Amit,3,88.0,true,Junior,Needs Improvement
1161,Employee_1161,Female,36,Marketing,Analyst,15000,3,2024-04-06,Mumbai,Maharashtra,Rohit,6,110.0,true,Mid Level,Excellent
1163,Employee_1163,Male,36,Marketing,Analyst,25000,5,04-08-2024,Ahmedabad,Rajasthan,Neha,6,92.0,false,Senior,Excellent
1203,Employee_1203,Female,30,Sales,Analyst,70000,0,2024-05-18,Delhi,Delhi,Not Assigned,4,92.0,false,Junior,Excellent
1205,Employee_1205,Male,42,Finance,Manager,15000,5,05-20-2024,Ahmedabad,Gujarat,Neha,5,92.0,false,Senior,Excellent
1209,Employee_1209,Female,36,IT,Executive,15000,3,2024-05-24,Mumbai,Gujarat,Amit,4,110.0,false,Mid Level,Excellent
1211,Employee_1211,Female,25,HR,Executive,45000,1,05-26-2024,Ahmedabad,Maharashtra,Rohit,3,88.0,true,Junior,Needs Improvement
1221,Employee_1221,Male,30,Finance,Manager,15000,5,2024-06-05,Pune,Rajasthan,Not Assigned,4,92.0,true,Senior,Excellent
1236,Employee_1236,Female,42,HR,Analyst,25000,1,2024-06-20,Ahmedabad,Delhi,Neha,3,92.0,true,Junior,Excellent
1243,Employee_1243,Female,30,IT,Executive,25000,5,27/06/2024,Pune,Delhi,Neha,3,92.0,true,Senior,Excellent
1274,Employee_1274,Female,24,Finance,Analyst,15000,5,07-28-2024,Jaipur,Delhi,Not Assigned,4,97.0,false,Senior,Excellent
1283,Employee_1283,Female,42,HR,Manager,45000,5,08-06-2024,Mumbai,Gujarat,Neha,6,88.0,false,Senior,Needs Improvement
1304,Employee_1304,Female,42,Sales,Manager,45000,5,08-27-2024,Ahmedabad,Delhi,Rohit,3,97.0,true,Senior,Excellent
1320,Employee_1320,Male,42,IT,Analyst,70000,0,2024-09-12,Pune,Delhi,Amit,3,92.0,true,Junior,Excellent
1330,Employee_1330,Female,30,Finance,Engineer,70000,5,22/09/2024,Delhi,Rajasthan,Rohit,6,92.0,true,Senior,Excellent
24,Employee_24,Female,36,IT,Analyst,45000,0,2023-01-25,Ahmedabad,Delhi,Neha,3,97.0,false,Junior,Excellent
26,Employee_26,Female,25,IT,Manager,25000,0,01-27-2023,Jaipur,Rajasthan,Rohit,4,88.0,true,Junior,Needs Improvement
31,Employee_31,Male,24,Sales,Engineer,25000,5,01/02/2023,Ahmedabad,Maharashtra,Rohit,3,88.0,false,Senior,Needs Improvement
62,Employee_62,Male,36,Sales,Engineer,70000,0,03-04-2023,Ahmedabad,Rajasthan,Rohit,5,97.0,true,Junior,Excellent
69,Employee_69,Female,24,Sales,Analyst,25000,0,2023-03-11,Pune,Delhi,Not Assigned,5,110.0,false,Junior,Excellent
77,Employee_77,Male,30,Finance,Analyst,15000,3,03-19-2023,Jaipur,Gujarat,Not Assigned,6,110.0,true,Mid Level,Excellent
112,Employee_112,Male,30,Marketing,Engineer,45000,1,23/04/2023,Pune,Maharashtra,Amit,4,92.0,true,Junior,Excellent
115,Employee_115,Female,42,Marketing,Engineer,70000,0,26/04/2023,Jaipur,Delhi,Neha,3,97.0,false,Junior,Excellent
139,Employee_139,Male,42,Sales,Analyst,45000,3,20/05/2023,Jaipur,Gujarat,Neha,4,92.0,false,Mid Level,Excellent
141,Employee_141,Female,36,Marketing,Executive,15000,3,2023-05-22,Jaipur,Rajasthan,Not Assigned,5,92.0,true,Mid Level,Excellent
173,Employee_173,Male,25,HR,Analyst,25000,1,06-23-2023,Jaipur,Delhi,Rohit,6,110.0,true,Junior,Excellent
174,Employee_174,Male,36,Marketing,Engineer,45000,0,2023-06-24,Delhi,Gujarat,Not Assigned,5,88.0,false,Junior,Needs Improvement
185,Employee_185,Male,25,IT,Manager,70000,0,07-05-2023,Ahmedabad,Gujarat,Amit,4,92.0,false,Junior,Excellent
192,Employee_192,Male,42,Marketing,Analyst,15000,1,2023-07-12,Delhi,Gujarat,Not Assigned,6,110.0,false,Junior,Excellent
221,Employee_221,Female,25,IT,Manager,25000,1,08-10-2023,Jaipur,Maharashtra,Rohit,5,97.0,true,Junior,Excellent
223,Employee_223,Male,42,Finance,Executive,70000,5,12/08/2023,Jaipur,Rajasthan,Neha,3,110.0,true,Senior,Excellent
227,Employee_227,Male,25,IT,Executive,45000,0,08-16-2023,Jaipur,Maharashtra,Neha,4,97.0,true,Junior,Excellent
232,Employee_232,Male,25,HR,Manager,45000,3,21/08/2023,Mumbai,Gujarat,Rohit,4,110.0,true,Mid Level,Excellent
245,Employee_245,Male,30,Marketing,Engineer,25000,3,09-03-2023,Ahmedabad,Gujarat,Neha,5,110.0,false,Mid Level,Excellent
246,Employee_246,Male,42,IT,Engineer,70000,3,2023-09-04,Delhi,Gujarat,Neha,5,97.0,true,Mid Level,Excellent
248,Employee_248,Female,42,Finance,Engineer,15000,0,09-06-2023,Ahmedabad,Rajasthan,Amit,5,88.0,false,Junior,Needs Improvement
304,Employee_304,Male,36,Sales,Analyst,25000,3,01/11/2023,Pune,Delhi,Amit,4,110.0,false,Mid Level,Excellent
307,Employee_307,Male,36,Sales,Manager,25000,5,04/11/2023,Pune,Gujarat,Not Assigned,4,88.0,false,Senior,Needs Improvement
319,Employee_319,Male,36,Marketing,Engineer,45000,5,16/11/2023,Delhi,Rajasthan,Neha,3,88.0,true,Senior,Needs Improvement
358,Employee_358,Male,30,HR,Engineer,25000,0,25/12/2023,Pune,Delhi,Rohit,5,88.0,true,Junior,Needs Improvement
360,Employee_360,Male,24,HR,Engineer,45000,3,2023-12-27,Pune,Gujarat,Neha,0,92.0,true,Mid Level,Excellent
414,Employee_414,Male,25,Sales,Executive,15000,0,2024-02-19,Mumbai,Gujarat,Rohit,0,97.0,false,Junior,Excellent
415,Employee_415,Female,36,Finance,Analyst,25000,3,20/02/2024,Ahmedabad,Gujarat,Amit,6,110.0,false,Mid Level,Excellent
464,Employee_464,Female,36,Finance,Manager,25000,1,04-09-2024,Mumbai,Rajasthan,Amit,5,110.0,true,Junior,Excellent
467,Employee_467,Female,25,IT,Analyst,15000,0,04-12-2024,Delhi,Rajasthan,Amit,4,88.0,false,Junior,Needs Improvement
485,Employee_485,Male,36,Finance,Manager,70000,3,04-30-2024,Ahmedabad,Rajasthan,Not Assigned,4,110.0,false,Mid Level,Excellent
506,Employee_506,Male,25,Marketing,Engineer,25000,1,05-21-2024,Delhi,Rajasthan,Rohit,5,92.0,false,Junior,Excellent
529,Employee_529,Female,25,Finance,Manager,45000,0,13/06/2024,Pune,Rajasthan,Not Assigned,5,88.0,true,Junior,Needs Improvement
544,Employee_544,Male,24,HR,Engineer,45000,0,28/06/2024,Pune,Maharashtra,Amit,6,97.0,false,Junior,Excellent
563,Employee_563,Male,36,Finance,Engineer,25000,1,07-17-2024,Pune,Rajasthan,Rohit,6,88.0,true,Junior,Needs Improvement
601,Employee_601,Male,36,Sales,Executive,15000,1,24/08/2024,Pune,Gujarat,Not Assigned,5,92.0,false,Junior,Excellent
626,Employee_626,Female,25,Marketing,Manager,45000,3,09-18-2024,Delhi,Maharashtra,Amit,4,97.0,false,Mid Level,Excellent
627,Employee_627,Female,42,Marketing,Executive,25000,5,2024-09-19,Mumbai,Delhi,Rohit,5,92.0,false,Senior,Excellent
646,Employee_646,Male,42,Finance,Analyst,25000,5,08/10/2024,Mumbai,Delhi,Not Assigned,5,92.0,true,Senior,Excellent
654,Employee_654,Female,36,Marketing,Engineer,70000,1,2024-10-16,Delhi,Rajasthan,Neha,4,92.0,false,Junior,Excellent
668,Employee_668,Female,25,IT,Engineer,70000,0,10-30-2024,Ahmedabad,Gujarat,Not Assigned,3,92.0,true,Junior,Excellent
669,Employee_669,Female,36,IT,Analyst,15000,5,2024-10-31,Mumbai,Maharashtra,Rohit,5,110.0,true,Senior,Excellent
705,Employee_705,Female,30,Finance,Executive,25000,5,2023-01-06,Pune,Rajasthan,Neha,4,97.0,true,Senior,Excellent
762,Employee_762,Female,25,Marketing,Executive,25000,0,2023-03-04,Ahmedabad,Delhi,Rohit,5,92.0,true,Junior,Excellent
766,Employee_766,Male,30,Finance,Executive,15000,0,08/03/2023,Ahmedabad,Gujarat,Amit,5,88.0,true,Junior,Needs Improvement
783,Employee_783,Female,42,IT,Manager,45000,0,2023-03-25,Pune,Rajasthan,Neha,3,92.0,true,Junior,Excellent
787,Employee_787,Female,42,HR,Engineer,15000,5,29/03/2023,Jaipur,Rajasthan,Not Assigned,5,92.0,false,Senior,Excellent
788,Employee_788,Male,42,Marketing,Engineer,15000,3,03-30-2023,Mumbai,Maharashtra,Not Assigned,3,97.0,true,Mid Level,Excellent
803,Employee_803,Male,36,Marketing,Manager,70000,0,04-14-2023,Pune,Delhi,Rohit,4,97.0,false,Junior,Excellent
823,Employee_823,Male,25,HR,Executive,70000,3,04/05/2023,Mumbai,Rajasthan,Not Assigned,4,97.0,false,Mid Level,Excellent
859,Employee_859,Male,42,Sales,Engineer,15000,5,09/06/2023,Ahmedabad,Maharashtra,Amit,6,88.0,false,Senior,Needs Improvement
933,Employee_933,Male,42,Finance,Executive,25000,3,2023-08-22,Pune,Rajasthan,Rohit,4,88.0,false,Mid Level,Needs Improvement
952,Employee_952,Male,42,HR,Manager,25000,5,10/09/2023,Delhi,Gujarat,Rohit,3,97.0,false,Senior,Excellent
960,Employee_960,Female,42,Sales,Manager,70000,3,2023-09-18,Delhi,Delhi,Neha,3,110.0,true,Mid Level,Excellent
1002,Employee_1002,Male,24,Finance,Executive,25000,3,2023-10-30,Delhi,Delhi,Rohit,6,88.0,false,Mid Level,Needs Improvement
1013,Employee_1013,Female,24,Marketing,Executive,45000,3,11-10-2023,Ahmedabad,Gujarat,Not Assigned,4,88.0,false,Mid Level,Needs Improvement
1018,Employee_1018,Male,24,HR,Executive,45000,5,15/11/2023,Jaipur,Gujarat,Rohit,3,97.0,true,Senior,Excellent
1032,Employee_1032,Male,36,IT,Analyst,45000,1,2023-11-29,Delhi,Rajasthan,Not Assigned,5,110.0,false,Junior,Excellent
1036,Employee_1036,Female,36,Marketing,Manager,15000,5,03/12/2023,Ahmedabad,Rajasthan,Rohit,3,110.0,false,Senior,Excellent
1070,Employee_1070,Male,25,IT,Engineer,25000,5,01-06-2024,Ahmedabad,Gujarat,Neha,4,110.0,false,Senior,Excellent
1090,Employee_1090,Male,42,Marketing,Executive,70000,5,26/01/2024,Pune,Maharashtra,Rohit,3,110.0,true,Senior,Excellent
1095,Employee_1095,Female,30,Finance,Executive,70000,1,2024-01-31,Ahmedabad,Delhi,Neha,4,110.0,false,Junior,Excellent
1098,Employee_1098,Male,30,IT,Analyst,25000,1,2024-02-03,Ahmedabad,Maharashtra,Amit,0,110.0,false,Junior,Excellent
1107,Employee_1107,Male,24,HR,Manager,70000,1,2024-02-12,Pune,Delhi,Not Assigned,3,88.0,false,Junior,Needs Improvement
1153,Employee_1153,Male,25,Marketing,Manager,70000,1,29/03/2024,Mumbai,Delhi,Neha,5,97.0,true,Junior,Excellent
1164,Employee_1164,Male,24,Marketing,Manager,70000,5,2024-04-09,Delhi,Delhi,Amit,3,92.0,true,Senior,Excellent
1178,Employee_1178,Female,24,Marketing,Analyst,45000,1,04-23-2024,Mumbai,Maharashtra,Neha,5,97.0,true,Junior,Excellent
1190,Employee_1190,Female,30,IT,Executive,25000,1,05-05-2024,Ahmedabad,Delhi,Amit,4,88.0,true,Junior,Needs Improvement
1238,Employee_1238,Male,30,Marketing,Executive,25000,3,06-22-2024,Jaipur,Delhi,Amit,3,110.0,true,Mid Level,Excellent
1249,Employee_1249,Male,30,IT,Manager,25000,1,03/07/2024,Ahmedabad,Maharashtra,Not Assigned,4,92.0,false,Junior,Excellent
1254,Employee_1254,Male,24,Finance,Manager,25000,1,2024-07-08,Jaipur,Rajasthan,Rohit,3,110.0,false,Junior,Excellent
1271,Employee_1271,Female,42,HR,Manager,15000,3,07-25-2024,Delhi,Gujarat,Not Assigned,4,110.0,false,Mid Level,Excellent
1287,Employee_1287,Male,30,HR,Analyst,70000,3,2024-08-10,Mumbai,Rajasthan,Amit,6,92.0,true,Mid Level,Excellent
1297,Employee_1297,Male,42,Marketing,Manager,45000,1,20/08/2024,Pune,Maharashtra,Rohit,5,92.0,false,Junior,Excellent
1301,Employee_1301,Male,42,HR,Engineer,70000,1,08-24-2024,Pune,Rajasthan,Rohit,5,97.0,false,Junior,Excellent
4,Employee_4,Male,36,Sales,Manager,15000,1,05/01/2023,Ahmedabad,Delhi,Rohit,3,88.0,false,Junior,Needs Improvement
85,Employee_85,Male,25,Marketing,Executive,70000,3,27/03/2023,Jaipur,Rajasthan,Not Assigned,6,110.0,false,Mid Level,Excellent
